Дата_продажи,Артикул,Наименование_товара,Категория,Количество,Единица_измерения,Цена_за_ед_KZT,Сумма_KZT,ID_Клиента,Склад_отгрузки,Остаток_на_конец_дня
2026-07-01,EKT-CBL-002,Кабель ВВГнг(А)-LS 3х2.5 (бухта 100м),Кабель и провод,111,м,680.0,75480.0,CLNT-1061,Склад Алматы (Южный РЦ),9240
2026-07-01,EKT-CBL-002,Кабель ВВГнг(А)-LS 3х2.5 (бухта 100м),Кабель и провод,395,м,657.35,259653.25,CLNT-1022,Склад Алматы (Южный РЦ),8845
2026-07-01,EKT-CBL-003,Провод СИП-4 4х16 (барабан),Кабель и провод,27,м,950.0,25650.0,CLNT-1059,Склад Астана (Главный РЦ),712
2026-07-01,EKT-CBL-003,Провод СИП-4 4х16 (барабан),Кабель и провод,46,м,950.0,43700.0,CLNT-1033,Склад Астана (Главный РЦ),2976
2026-07-01,EKT-CBL-004,Кабель витая пара UTP 4 пары Cat 5e PVC 305м,Кабель и провод,26,м,180.0,4680.0,CLNT-1064,Склад Астана (Главный РЦ),2969
2026-07-01,EKT-CBL-005,Провод ПВС 3х2.5 соединительный белый,Кабель и провод,17,м,540.0,9180.0,CLNT-1051,Склад Астана (Главный РЦ),2398
2026-07-01,EKT-AUT-001,Выключатель автоматический 1P 16A C 4.5кА ВА47-29,Модульное оборудование,72,шт,1150.0,82800.0,CLNT-1030,Склад Алматы (Южный РЦ),1507
2026-07-01,EKT-AUT-001,Выключатель автоматический 1P 16A C 4.5кА ВА47-29,Модульное оборудование,50,шт,1150.0,57500.0,CLNT-1068,Склад Алматы (Южный РЦ),1457
2026-07-01,EKT-AUT-001,Выключатель автоматический 1P 16A C 4.5кА ВА47-29,Модульное оборудование,41,шт,1150.0,47150.0,CLNT-1105,Склад Алматы (Южный РЦ),1416
2026-07-01,EKT-AUT-002,Выключатель автоматический 1P 25A C 4.5кА ВА47-29,Модульное оборудование,26,шт,1150.0,29900.0,CLNT-1039,Склад Алматы (Южный РЦ),2169
2026-07-01,EKT-AUT-002,Выключатель автоматический 1P 25A C 4.5кА ВА47-29,Модульное оборудование,61,шт,1150.0,70150.0,CLNT-1006,Склад Астана (Главный РЦ),2611
2026-07-01,EKT-AUT-002,Выключатель автоматический 1P 25A C 4.5кА ВА47-29,Модульное оборудование,22,шт,1150.0,25300.0,CLNT-1081,Склад Алматы (Южный РЦ),2147
2026-07-01,EKT-AUT-002,Выключатель автоматический 1P 25A C 4.5кА ВА47-29,Модульное оборудование,58,шт,1150.0,66700.0,CLNT-1034,Склад Астана (Главный РЦ),2553
2026-07-01,EKT-AUT-003,Выключатель автоматический 3P 32A C 6кА Easy9,Модульное оборудование,5,шт,4600.0,23000.0,CLNT-1053,Склад Астана (Главный РЦ),495
2026-07-01,EKT-AUT-003,Выключатель автоматический 3P 32A C 6кА Easy9,Модульное оборудование,7,шт,4600.0,32200.0,CLNT-1075,Склад Алматы (Южный РЦ),470
2026-07-01,EKT-AUT-003,Выключатель автоматический 3P 32A C 6кА Easy9,Модульное оборудование,16,шт,4600.0,73600.0,CLNT-1092,Склад Астана (Главный РЦ),479
2026-07-01,EKT-AUT-003,Выключатель автоматический 3P 32A C 6кА Easy9,Модульное оборудование,16,шт,4600.0,73600.0,CLNT-1103,Склад Астана (Главный РЦ),463
2026-07-01,EKT-AUT-004,УЗО 2P 40A 30мА электронное ВД1-63,Модульное оборудование,18,шт,4200.0,75600.0,CLNT-1057,Склад Астана (Главный РЦ),897
2026-07-01,EKT-AUT-004,УЗО 2P 40A 30мА электронное ВД1-63,Модульное оборудование,5,шт,4200.0,21000.0,CLNT-1077,Склад Алматы (Южный РЦ),740
2026-07-01,EKT-AUT-004,УЗО 2P 40A 30мА электронное ВД1-63,Модульное оборудование,10,шт,4200.0,42000.0,CLNT-1103,Склад Астана (Главный РЦ),887
2026-07-01,EKT-AUT-004,УЗО 2P 40A 30мА электронное ВД1-63,Модульное оборудование,14,шт,4200.0,58800.0,CLNT-1109,Склад Астана (Главный РЦ),873
2026-07-01,EKT-AUT-005,Дифференциальный автомат 1P+N 16A C 30мА АВДТ32,Модульное оборудование,9,шт,3850.0,34650.0,CLNT-1062,Склад Астана (Главный РЦ),969
2026-07-01,EKT-AUT-006,Автоматический выключатель дифференциальный 3P+N 63A,Модульное оборудование,4,шт,18500.0,74000.0,CLNT-1001,Склад Астана (Главный РЦ),76
2026-07-01,EKT-LGT-001,Панель светодиодная LED 600x600 36W 4000K Опал,Светотехника,1,шт,5400.0,5400.0,CLNT-1098,Склад Астана (Главный РЦ),1252
2026-07-01,EKT-LGT-001,Панель светодиодная LED 600x600 36W 4000K Опал,Светотехника,9,шт,5400.0,48600.0,CLNT-1010,Склад Астана (Главный РЦ),1243
2026-07-01,EKT-LGT-001,Панель светодиодная LED 600x600 36W 4000K Опал,Светотехника,11,шт,5400.0,59400.0,CLNT-1001,Склад Астана (Главный РЦ),1232
2026-07-01,EKT-LGT-001,Панель светодиодная LED 600x600 36W 4000K Опал,Светотехника,1,шт,5400.0,5400.0,CLNT-1115,Склад Астана (Главный РЦ),1231
2026-07-01,EKT-LGT-002,Прожектор светодиодный 50W 6500K IP65 SMD,Светотехника,2,шт,4800.0,9600.0,CLNT-1017,Склад Астана (Главный РЦ),750
2026-07-01,EKT-LGT-002,Прожектор светодиодный 50W 6500K IP65 SMD,Светотехника,15,шт,4800.0,72000.0,CLNT-1024,Склад Алматы (Южный РЦ),359
2026-07-01,EKT-LGT-003,Лампа светодиодная LED A60 11W E27 4000K,Светотехника,51,шт,420.0,21420.0,CLNT-1000,Склад Астана (Главный РЦ),1804
2026-07-01,EKT-LGT-004,Светильник пылевлагозащищенный ЛСП 2х36W IP65,Светотехника,16,шт,6200.0,99200.0,CLNT-1023,Склад Алматы (Южный РЦ),376
2026-07-01,EKT-LGT-004,Светильник пылевлагозащищенный ЛСП 2х36W IP65,Светотехника,16,шт,6200.0,99200.0,CLNT-1061,Склад Алматы (Южный РЦ),360
2026-07-01,EKT-LGT-004,Светильник пылевлагозащищенный ЛСП 2х36W IP65,Светотехника,11,шт,6200.0,68200.0,CLNT-1118,Склад Астана (Главный РЦ),166
2026-07-01,EKT-LGT-005,Светильник аварийный светодиодный 30 LED с АКБ,Светотехника,9,шт,3100.0,27900.0,CLNT-1110,Склад Алматы (Южный РЦ),345
2026-07-01,EKT-LGT-005,Светильник аварийный светодиодный 30 LED с АКБ,Светотехника,8,шт,3100.0,24800.0,CLNT-1029,Склад Астана (Главный РЦ),339
2026-07-01,EKT-LGT-005,Светильник аварийный светодиодный 30 LED с АКБ,Светотехника,1,шт,3100.0,3100.0,CLNT-1014,Склад Алматы (Южный РЦ),344
2026-07-01,EKT-LGT-005,Светильник аварийный светодиодный 30 LED с АКБ,Светотехника,1,шт,3100.0,3100.0,CLNT-1007,Склад Алматы (Южный РЦ),343
2026-07-01,EKT-ELU-001,Розетка 2-местная с заземлением белая Glossa,Электроустановочные изделия,48,шт,1450.0,69600.0,CLNT-1033,Склад Алматы (Южный РЦ),947
2026-07-01,EKT-ELU-001,Розетка 2-местная с заземлением белая Glossa,Электроустановочные изделия,61,шт,1450.0,88450.0,CLNT-1078,Склад Алматы (Южный РЦ),886
2026-07-01,EKT-ELU-001,Розетка 2-местная с заземлением белая Glossa,Электроустановочные изделия,53,шт,1450.0,76850.0,CLNT-1018,Склад Астана (Главный РЦ),1260
2026-07-01,EKT-ELU-001,Розетка 2-местная с заземлением белая Glossa,Электроустановочные изделия,23,шт,1450.0,33350.0,CLNT-1108,Склад Астана (Главный РЦ),1237
2026-07-01,EKT-ELU-002,Выключатель 1-клавишный белый Glossa,Электроустановочные изделия,64,шт,1200.0,76800.0,CLNT-1097,Склад Астана (Главный РЦ),552
2026-07-01,EKT-ELU-002,Выключатель 1-клавишный белый Glossa,Электроустановочные изделия,77,шт,1155.09,88941.93,CLNT-1077,Склад Астана (Главный РЦ),475
2026-07-01,EKT-ELU-002,Выключатель 1-клавишный белый Glossa,Электроустановочные изделия,64,шт,1200.0,76800.0,CLNT-1057,Склад Алматы (Южный РЦ),1790
2026-07-01,EKT-ELU-002,Выключатель 1-клавишный белый Glossa,Электроустановочные изделия,66,шт,1123.87,74175.42,CLNT-1033,Склад Астана (Главный РЦ),409
2026-07-01,EKT-ELU-003,Рамка 3 поста универсальная белая Glossa,Электроустановочные изделия,18,шт,850.0,15300.0,CLNT-1035,Склад Астана (Главный РЦ),453
2026-07-01,EKT-ELU-004,Вилка каучуковая прямая 16A IP44,Электроустановочные изделия,36,шт,720.0,25920.0,CLNT-1050,Склад Астана (Главный РЦ),660
2026-07-01,EKT-ELU-004,Вилка каучуковая прямая 16A IP44,Электроустановочные изделия,24,шт,720.0,17280.0,CLNT-1060,Склад Астана (Главный РЦ),636
2026-07-01,EKT-ELU-004,Вилка каучуковая прямая 16A IP44,Электроустановочные изделия,29,шт,720.0,20880.0,CLNT-1062,Склад Астана (Главный РЦ),607
2026-07-01,EKT-CNS-001,Кабель-канал 25х16 мм белый (упак. 40м),Кабельнесущие системы,141,м,160.0,22560.0,CLNT-1108,Склад Астана (Главный РЦ),2119
2026-07-01,EKT-CNS-001,Кабель-канал 25х16 мм белый (упак. 40м),Кабельнесущие системы,110,м,160.0,17600.0,CLNT-1054,Склад Астана (Главный РЦ),2009
2026-07-01,EKT-CNS-002,Лоток перфорированный оцинкованный 100х50х3000,Кабельнесущие системы,24,м,2850.0,68400.0,CLNT-1045,Склад Алматы (Южный РЦ),1838
2026-07-01,EKT-CNS-003,Труба гофрированная ПВХ d20 с протяжкой (100м),Кабельнесущие системы,283,м,75.0,21225.0,CLNT-1090,Склад Астана (Главный РЦ),4714
2026-07-01,EKT-CNS-003,Труба гофрированная ПВХ d20 с протяжкой (100м),Кабельнесущие системы,457,м,71.97,32890.29,CLNT-1041,Склад Алматы (Южный РЦ),9230
2026-07-01,EKT-CNS-003,Труба гофрированная ПВХ d20 с протяжкой (100м),Кабельнесущие системы,224,м,75.0,16800.0,CLNT-1076,Склад Алматы (Южный РЦ),9006
2026-07-01,EKT-SHT-001,Корпус металлический ЩРн-24з-1 36 УХЛ3 IP31,Щитовое оборудование,8,шт,14200.0,113600.0,CLNT-1041,Склад Астана (Главный РЦ),169
2026-07-01,EKT-SHT-001,Корпус металлический ЩРн-24з-1 36 УХЛ3 IP31,Щитовое оборудование,7,шт,14200.0,99400.0,CLNT-1089,Склад Алматы (Южный РЦ),283
2026-07-01,EKT-SHT-001,Корпус металлический ЩРн-24з-1 36 УХЛ3 IP31,Щитовое оборудование,4,шт,14200.0,56800.0,CLNT-1114,Склад Астана (Главный РЦ),165
2026-07-01,EKT-SHT-002,Счетчик э/э многотарифный 3-фазный прямого включения,Щитовое оборудование,6,шт,24500.0,147000.0,CLNT-1077,Склад Алматы (Южный РЦ),209
2026-07-01,EKT-SHT-002,Счетчик э/э многотарифный 3-фазный прямого включения,Щитовое оборудование,2,шт,24500.0,49000.0,CLNT-1075,Склад Астана (Главный РЦ),140
2026-07-01,EKT-SHT-002,Счетчик э/э многотарифный 3-фазный прямого включения,Щитовое оборудование,6,шт,24500.0,147000.0,CLNT-1043,Склад Астана (Главный РЦ),134
2026-07-01,EKT-SHT-002,Счетчик э/э многотарифный 3-фазный прямого включения,Щитовое оборудование,4,шт,24500.0,98000.0,CLNT-1061,Склад Астана (Главный РЦ),130
2026-07-01,EKT-SHT-003,Шина нулевая изолированная на DIN-рейку 8х12 / 12 групп,Щитовое оборудование,42,шт,480.0,20160.0,CLNT-1076,Склад Алматы (Южный РЦ),1015
2026-07-01,EKT-SHT-003,Шина нулевая изолированная на DIN-рейку 8х12 / 12 групп,Щитовое оборудование,22,шт,480.0,10560.0,CLNT-1108,Склад Алматы (Южный РЦ),993
2026-07-01,EKT-SHT-003,Шина нулевая изолированная на DIN-рейку 8х12 / 12 групп,Щитовое оборудование,41,шт,480.0,19680.0,CLNT-1049,Склад Алматы (Южный РЦ),952
2026-07-01,EKT-SHT-003,Шина нулевая изолированная на DIN-рейку 8х12 / 12 групп,Щитовое оборудование,38,шт,480.0,18240.0,CLNT-1002,Склад Астана (Главный РЦ),1673
2026-07-01,EKT-SHT-004,Наконечник кабельный медный луженый ТМЛ 16-8-6,Щитовое оборудование,44,шт,110.0,4840.0,CLNT-1080,Склад Астана (Главный РЦ),6233
2026-07-01,EKT-SHT-004,Наконечник кабельный медный луженый ТМЛ 16-8-6,Щитовое оборудование,128,шт,110.0,14080.0,CLNT-1047,Склад Астана (Главный РЦ),6105
2026-07-01,EKT-SHT-004,Наконечник кабельный медный луженый ТМЛ 16-8-6,Щитовое оборудование,81,шт,110.0,8910.0,CLNT-1077,Склад Астана (Главный РЦ),6024
2026-07-01,EKT-SHT-004,Наконечник кабельный медный луженый ТМЛ 16-8-6,Щитовое оборудование,192,шт,110.0,21120.0,CLNT-1086,Склад Астана (Главный РЦ),5832
2026-07-02,EKT-CBL-001,Кабель ВВГнг(А)-LS 3х1.5 (бухта 100м),Кабель и провод,249,м,395.32,98434.68,CLNT-1098,Склад Астана (Главный РЦ),2357
2026-07-02,EKT-CBL-002,Кабель ВВГнг(А)-LS 3х2.5 (бухта 100м),Кабель и провод,72,м,680.0,48960.0,CLNT-1030,Склад Астана (Главный РЦ),9373
2026-07-02,EKT-CBL-002,Кабель ВВГнг(А)-LS 3х2.5 (бухта 100м),Кабель и провод,435,м,644.2,280227.0,CLNT-1103,Склад Астана (Главный РЦ),8938
2026-07-02,EKT-CBL-003,Провод СИП-4 4х16 (барабан),Кабель и провод,67,м,950.0,63650.0,CLNT-1067,Склад Алматы (Южный РЦ),2602
2026-07-02,EKT-CBL-004,Кабель витая пара UTP 4 пары Cat 5e PVC 305м,Кабель и провод,37,м,180.0,6660.0,CLNT-1080,Склад Алматы (Южный РЦ),1002
2026-07-02,EKT-CBL-004,Кабель витая пара UTP 4 пары Cat 5e PVC 305м,Кабель и провод,115,м,180.0,20700.0,CLNT-1049,Склад Алматы (Южный РЦ),887
2026-07-02,EKT-CBL-004,Кабель витая пара UTP 4 пары Cat 5e PVC 305м,Кабель и провод,61,м,180.0,10980.0,CLNT-1079,Склад Астана (Главный РЦ),2908
2026-07-02,EKT-CBL-005,Провод ПВС 3х2.5 соединительный белый,Кабель и провод,65,м,540.0,35100.0,CLNT-1039,Склад Астана (Главный РЦ),2333
2026-07-02,EKT-CBL-005,Провод ПВС 3х2.5 соединительный белый,Кабель и провод,53,м,540.0,28620.0,CLNT-1116,Склад Алматы (Южный РЦ),3163
2026-07-02,EKT-CBL-005,Провод ПВС 3х2.5 соединительный белый,Кабель и провод,37,м,540.0,19980.0,CLNT-1002,Склад Алматы (Южный РЦ),3126
2026-07-02,EKT-CBL-005,Провод ПВС 3х2.5 соединительный белый,Кабель и провод,95,м,540.0,51300.0,CLNT-1041,Склад Алматы (Южный РЦ),3031
2026-07-02,EKT-AUT-001,Выключатель автоматический 1P 16A C 4.5кА ВА47-29,Модульное оборудование,32,шт,1150.0,36800.0,CLNT-1011,Склад Алматы (Южный РЦ),1384
2026-07-02,EKT-AUT-002,Выключатель автоматический 1P 25A C 4.5кА ВА47-29,Модульное оборудование,8,шт,1150.0,9200.0,CLNT-1037,Склад Астана (Главный РЦ),2545
2026-07-02,EKT-AUT-003,Выключатель автоматический 3P 32A C 6кА Easy9,Модульное оборудование,14,шт,4600.0,64400.0,CLNT-1084,Склад Астана (Главный РЦ),449
2026-07-02,EKT-AUT-003,Выключатель автоматический 3P 32A C 6кА Easy9,Модульное оборудование,3,шт,4600.0,13800.0,CLNT-1039,Склад Астана (Главный РЦ),446
2026-07-02,EKT-AUT-004,УЗО 2P 40A 30мА электронное ВД1-63,Модульное оборудование,4,шт,4200.0,16800.0,CLNT-1067,Склад Алматы (Южный РЦ),736
2026-07-02,EKT-AUT-004,УЗО 2P 40A 30мА электронное ВД1-63,Модульное оборудование,22,шт,4200.0,92400.0,CLNT-1100,Склад Астана (Главный РЦ),851
2026-07-02,EKT-AUT-004,УЗО 2P 40A 30мА электронное ВД1-63,Модульное оборудование,4,шт,4200.0,16800.0,CLNT-1035,Склад Астана (Главный РЦ),847
2026-07-02,EKT-AUT-005,Дифференциальный автомат 1P+N 16A C 30мА АВДТ32,Модульное оборудование,1,шт,3850.0,3850.0,CLNT-1007,Склад Астана (Главный РЦ),968
2026-07-02,EKT-AUT-005,Дифференциальный автомат 1P+N 16A C 30мА АВДТ32,Модульное оборудование,24,шт,3850.0,92400.0,CLNT-1100,Склад Астана (Главный РЦ),944
2026-07-02,EKT-AUT-005,Дифференциальный автомат 1P+N 16A C 30мА АВДТ32,Модульное оборудование,15,шт,3850.0,57750.0,CLNT-1029,Склад Астана (Главный РЦ),929
2026-07-02,EKT-AUT-006,Автоматический выключатель дифференциальный 3P+N 63A,Модульное оборудование,2,шт,18500.0,37000.0,CLNT-1030,Склад Астана (Главный РЦ),74
2026-07-02,EKT-AUT-006,Автоматический выключатель дифференциальный 3P+N 63A,Модульное оборудование,2,шт,18500.0,37000.0,CLNT-1102,Склад Астана (Главный РЦ),72
2026-07-02,EKT-AUT-006,Автоматический выключатель дифференциальный 3P+N 63A,Модульное оборудование,3,шт,18500.0,55500.0,CLNT-1031,Склад Астана (Главный РЦ),69
2026-07-02,EKT-LGT-001,Панель светодиодная LED 600x600 36W 4000K Опал,Светотехника,9,шт,5400.0,48600.0,CLNT-1097,Склад Алматы (Южный РЦ),967
2026-07-02,EKT-LGT-001,Панель светодиодная LED 600x600 36W 4000K Опал,Светотехника,29,шт,5400.0,156600.0,CLNT-1075,Склад Алматы (Южный РЦ),938
2026-07-02,EKT-LGT-001,Панель светодиодная LED 600x600 36W 4000K Опал,Светотехника,3,шт,5400.0,16200.0,CLNT-1105,Склад Астана (Главный РЦ),1228
2026-07-02,EKT-LGT-001,Панель светодиодная LED 600x600 36W 4000K Опал,Светотехника,20,шт,5400.0,108000.0,CLNT-1114,Склад Астана (Главный РЦ),1208
2026-07-02,EKT-LGT-002,Прожектор светодиодный 50W 6500K IP65 SMD,Светотехника,15,шт,4800.0,72000.0,CLNT-1118,Склад Алматы (Южный РЦ),344
2026-07-02,EKT-LGT-002,Прожектор светодиодный 50W 6500K IP65 SMD,Светотехника,6,шт,4800.0,28800.0,CLNT-1099,Склад Астана (Главный РЦ),744
2026-07-02,EKT-LGT-002,Прожектор светодиодный 50W 6500K IP65 SMD,Светотехника,5,шт,4800.0,24000.0,CLNT-1114,Склад Астана (Главный РЦ),739
2026-07-02,EKT-LGT-002,Прожектор светодиодный 50W 6500K IP65 SMD,Светотехника,18,шт,4800.0,86400.0,CLNT-1112,Склад Астана (Главный РЦ),721
2026-07-02,EKT-LGT-003,Лампа светодиодная LED A60 11W E27 4000K,Светотехника,23,шт,420.0,9660.0,CLNT-1095,Склад Астана (Главный РЦ),1781
2026-07-02,EKT-LGT-003,Лампа светодиодная LED A60 11W E27 4000K,Светотехника,33,шт,420.0,13860.0,CLNT-1045,Склад Алматы (Южный РЦ),3342
2026-07-02,EKT-LGT-003,Лампа светодиодная LED A60 11W E27 4000K,Светотехника,75,шт,420.0,31500.0,CLNT-1095,Склад Алматы (Южный РЦ),3267
2026-07-02,EKT-LGT-004,Светильник пылевлагозащищенный ЛСП 2х36W IP65,Светотехника,9,шт,6200.0,55800.0,CLNT-1021,Склад Астана (Главный РЦ),157
2026-07-02,EKT-LGT-004,Светильник пылевлагозащищенный ЛСП 2х36W IP65,Светотехника,1,шт,6200.0,6200.0,CLNT-1042,Склад Астана (Главный РЦ),156
2026-07-02,EKT-LGT-005,Светильник аварийный светодиодный 30 LED с АКБ,Светотехника,16,шт,3100.0,49600.0,CLNT-1101,Склад Астана (Главный РЦ),323
2026-07-02,EKT-LGT-005,Светильник аварийный светодиодный 30 LED с АКБ,Светотехника,5,шт,3100.0,15500.0,CLNT-1081,Склад Астана (Главный РЦ),318
2026-07-02,EKT-LGT-005,Светильник аварийный светодиодный 30 LED с АКБ,Светотехника,6,шт,3100.0,18600.0,CLNT-1084,Склад Астана (Главный РЦ),312
2026-07-02,EKT-ELU-001,Розетка 2-местная с заземлением белая Glossa,Электроустановочные изделия,52,шт,1450.0,75400.0,CLNT-1098,Склад Алматы (Южный РЦ),834
2026-07-02,EKT-ELU-001,Розетка 2-местная с заземлением белая Glossa,Электроустановочные изделия,61,шт,1450.0,88450.0,CLNT-1020,Склад Астана (Главный РЦ),1176
2026-07-02,EKT-ELU-001,Розетка 2-местная с заземлением белая Glossa,Электроустановочные изделия,95,шт,1392.09,132248.55,CLNT-1075,Склад Алматы (Южный РЦ),739
2026-07-02,EKT-ELU-001,Розетка 2-местная с заземлением белая Glossa,Электроустановочные изделия,4,шт,1450.0,5800.0,CLNT-1079,Склад Алматы (Южный РЦ),735
2026-07-02,EKT-ELU-002,Выключатель 1-клавишный белый Glossa,Электроустановочные изделия,62,шт,1200.0,74400.0,CLNT-1097,Склад Астана (Главный РЦ),347
2026-07-02,EKT-ELU-002,Выключатель 1-клавишный белый Glossa,Электроустановочные изделия,60,шт,1200.0,72000.0,CLNT-1112,Склад Астана (Главный РЦ),2042
2026-07-02,EKT-ELU-002,Выключатель 1-клавишный белый Glossa,Электроустановочные изделия,39,шт,1200.0,46800.0,CLNT-1086,Склад Астана (Главный РЦ),2003
2026-07-02,EKT-ELU-003,Рамка 3 поста универсальная белая Glossa,Электроустановочные изделия,37,шт,850.0,31450.0,CLNT-1104,Склад Астана (Главный РЦ),416
2026-07-02,EKT-ELU-004,Вилка каучуковая прямая 16A IP44,Электроустановочные изделия,34,шт,720.0,24480.0,CLNT-1043,Склад Алматы (Южный РЦ),530
2026-07-02,EKT-ELU-004,Вилка каучуковая прямая 16A IP44,Электроустановочные изделия,5,шт,720.0,3600.0,CLNT-1056,Склад Астана (Главный РЦ),602
2026-07-02,EKT-CNS-001,Кабель-канал 25х16 мм белый (упак. 40м),Кабельнесущие системы,231,м,160.0,36960.0,CLNT-1033,Склад Астана (Главный РЦ),1778
2026-07-02,EKT-CNS-002,Лоток перфорированный оцинкованный 100х50х3000,Кабельнесущие системы,6,м,2850.0,17100.0,CLNT-1010,Склад Астана (Главный РЦ),673
2026-07-02,EKT-CNS-002,Лоток перфорированный оцинкованный 100х50х3000,Кабельнесущие системы,17,м,2850.0,48450.0,CLNT-1036,Склад Алматы (Южный РЦ),1821
2026-07-02,EKT-CNS-002,Лоток перфорированный оцинкованный 100х50х3000,Кабельнесущие системы,40,м,2850.0,114000.0,CLNT-1072,Склад Астана (Главный РЦ),633
2026-07-02,EKT-CNS-003,Труба гофрированная ПВХ d20 с протяжкой (100м),Кабельнесущие системы,610,м,70.41,42950.1,CLNT-1040,Склад Астана (Главный РЦ),4104
2026-07-02,EKT-CNS-003,Труба гофрированная ПВХ d20 с протяжкой (100м),Кабельнесущие системы,246,м,75.0,18450.0,CLNT-1043,Склад Алматы (Южный РЦ),8760
2026-07-02,EKT-CNS-003,Труба гофрированная ПВХ d20 с протяжкой (100м),Кабельнесущие системы,291,м,75.0,21825.0,CLNT-1025,Склад Астана (Главный РЦ),3813
2026-07-02,EKT-SHT-001,Корпус металлический ЩРн-24з-1 36 УХЛ3 IP31,Щитовое оборудование,9,шт,14200.0,127800.0,CLNT-1031,Склад Астана (Главный РЦ),156
2026-07-02,EKT-SHT-001,Корпус металлический ЩРн-24з-1 36 УХЛ3 IP31,Щитовое оборудование,4,шт,14200.0,56800.0,CLNT-1078,Склад Астана (Главный РЦ),152
2026-07-02,EKT-SHT-001,Корпус металлический ЩРн-24з-1 36 УХЛ3 IP31,Щитовое оборудование,1,шт,14200.0,14200.0,CLNT-1009,Склад Астана (Главный РЦ),151
2026-07-02,EKT-SHT-001,Корпус металлический ЩРн-24з-1 36 УХЛ3 IP31,Щитовое оборудование,4,шт,14200.0,56800.0,CLNT-1092,Склад Астана (Главный РЦ),147
2026-07-02,EKT-SHT-002,Счетчик э/э многотарифный 3-фазный прямого включения,Щитовое оборудование,6,шт,24500.0,147000.0,CLNT-1002,Склад Алматы (Южный РЦ),203
2026-07-02,EKT-SHT-002,Счетчик э/э многотарифный 3-фазный прямого включения,Щитовое оборудование,3,шт,24500.0,73500.0,CLNT-1065,Склад Астана (Главный РЦ),127
2026-07-02,EKT-SHT-002,Счетчик э/э многотарифный 3-фазный прямого включения,Щитовое оборудование,7,шт,24500.0,171500.0,CLNT-1002,Склад Астана (Главный РЦ),120
2026-07-02,EKT-SHT-002,Счетчик э/э многотарифный 3-фазный прямого включения,Щитовое оборудование,5,шт,24500.0,122500.0,CLNT-1031,Склад Астана (Главный РЦ),115
2026-07-02,EKT-SHT-003,Шина нулевая изолированная на DIN-рейку 8х12 / 12 групп,Щитовое оборудование,27,шт,480.0,12960.0,CLNT-1052,Склад Астана (Главный РЦ),1646
2026-07-02,EKT-SHT-003,Шина нулевая изолированная на DIN-рейку 8х12 / 12 групп,Щитовое оборудование,44,шт,480.0,21120.0,CLNT-1067,Склад Астана (Главный РЦ),1602
2026-07-02,EKT-SHT-004,Наконечник кабельный медный луженый ТМЛ 16-8-6,Щитовое оборудование,77,шт,110.0,8470.0,CLNT-1024,Склад Астана (Главный РЦ),5755
2026-07-02,EKT-SHT-004,Наконечник кабельный медный луженый ТМЛ 16-8-6,Щитовое оборудование,91,шт,110.0,10010.0,CLNT-1066,Склад Астана (Главный РЦ),5664
2026-07-02,EKT-SHT-004,Наконечник кабельный медный луженый ТМЛ 16-8-6,Щитовое оборудование,503,шт,106.27,53453.81,CLNT-1048,Склад Астана (Главный РЦ),5161
2026-07-02,EKT-SHT-004,Наконечник кабельный медный луженый ТМЛ 16-8-6,Щитовое оборудование,226,шт,110.0,24860.0,CLNT-1114,Склад Алматы (Южный РЦ),11803
2026-07-03,EKT-CBL-001,Кабель ВВГнг(А)-LS 3х1.5 (бухта 100м),Кабель и провод,213,м,420.0,89460.0,CLNT-1088,Склад Алматы (Южный РЦ),3803
2026-07-03,EKT-CBL-001,Кабель ВВГнг(А)-LS 3х1.5 (бухта 100м),Кабель и провод,95,м,420.0,39900.0,CLNT-1036,Склад Астана (Главный РЦ),2262
2026-07-03,EKT-CBL-002,Кабель ВВГнг(А)-LS 3х2.5 (бухта 100м),Кабель и провод,417,м,634.19,264457.23,CLNT-1078,Склад Алматы (Южный РЦ),8428
2026-07-03,EKT-CBL-003,Провод СИП-4 4х16 (барабан),Кабель и провод,116,м,898.11,104180.76,CLNT-1103,Склад Алматы (Южный РЦ),2486
2026-07-03,EKT-CBL-004,Кабель витая пара UTP 4 пары Cat 5e PVC 305м,Кабель и провод,166,м,180.0,29880.0,CLNT-1106,Склад Астана (Главный РЦ),2742
2026-07-03,EKT-CBL-004,Кабель витая пара UTP 4 пары Cat 5e PVC 305м,Кабель и провод,164,м,180.0,29520.0,CLNT-1086,Склад Алматы (Южный РЦ),5403
2026-07-03,EKT-CBL-005,Провод ПВС 3х2.5 соединительный белый,Кабель и провод,12,м,540.0,6480.0,CLNT-1067,Склад Астана (Главный РЦ),2321
2026-07-03,EKT-CBL-005,Провод ПВС 3х2.5 соединительный белый,Кабель и провод,26,м,540.0,14040.0,CLNT-1031,Склад Алматы (Южный РЦ),3005
2026-07-03,EKT-CBL-005,Провод ПВС 3х2.5 соединительный белый,Кабель и провод,30,м,540.0,16200.0,CLNT-1102,Склад Астана (Главный РЦ),2291
2026-07-03,EKT-AUT-001,Выключатель автоматический 1P 16A C 4.5кА ВА47-29,Модульное оборудование,18,шт,1150.0,20700.0,CLNT-1023,Склад Астана (Главный РЦ),1357
2026-07-03,EKT-AUT-001,Выключатель автоматический 1P 16A C 4.5кА ВА47-29,Модульное оборудование,45,шт,1150.0,51750.0,CLNT-1080,Склад Алматы (Южный РЦ),1339
