Дата_продажи,Артикул,Наименование_товара,Категория,Количество,Единица_измерения,Цена_за_ед_KZT,Сумма_KZT,ID_Клиента,Склад_отгрузки,Остаток_на_конец_дня,Тип_Транзакции,Примечание_Закупщика
2026-07-26,EKT-LGT-005,Светильник аварийный светодиодный 30 LED с АКБ,Светотехника,1,шт,3100.0,3100.0,CLNT-1046,Склад Астана (Главный РЦ),0,Регулярная продажа,Штатный торговый оборот
2026-07-26,EKT-LGT-005,Светильник аварийный светодиодный 30 LED с АКБ,Светотехника,5,шт,3100.0,15500.0,CLNT-1101,Склад Алматы (Южный РЦ),0,Регулярная продажа,Штатный торговый оборот
2026-07-26,EKT-ELU-001,Розетка 2-местная с заземлением белая Glossa,Электроустановочные изделия,37,шт,1450.0,53650.0,CLNT-1047,Склад Астана (Главный РЦ),0,Регулярная продажа,Штатный торговый оборот
2026-07-26,EKT-ELU-001,Розетка 2-местная с заземлением белая Glossa,Электроустановочные изделия,22,шт,1450.0,31900.0,CLNT-1078,Склад Алматы (Южный РЦ),0,Регулярная продажа,Штатный торговый оборот
2026-07-26,EKT-ELU-002,Выключатель 1-клавишный белый Glossa,Электроустановочные изделия,22,шт,1200.0,26400.0,CLNT-1005,Склад Астана (Главный РЦ),0,Регулярная продажа,Штатный торговый оборот
2026-07-26,EKT-ELU-002,Выключатель 1-клавишный белый Glossa,Электроустановочные изделия,17,шт,1200.0,20400.0,CLNT-1132,Склад Алматы (Южный РЦ),0,Регулярная продажа,Штатный торговый оборот
2026-07-26,EKT-ELU-003,Рамка 3 поста универсальная белая Glossa,Электроустановочные изделия,14,шт,850.0,11900.0,CLNT-1124,Склад Астана (Главный РЦ),0,Регулярная продажа,Штатный торговый оборот
2026-07-26,EKT-ELU-003,Рамка 3 поста универсальная белая Glossa,Электроустановочные изделия,15,шт,850.0,12750.0,CLNT-1008,Склад Алматы (Южный РЦ),0,Регулярная продажа,Штатный торговый оборот
2026-07-26,EKT-ELU-004,Вилка каучуковая прямая 16A IP44,Электроустановочные изделия,15,шт,720.0,10800.0,CLNT-1003,Склад Астана (Главный РЦ),0,Регулярная продажа,Штатный торговый оборот
2026-07-26,EKT-ELU-004,Вилка каучуковая прямая 16A IP44,Электроустановочные изделия,14,шт,720.0,10080.0,CLNT-1077,Склад Алматы (Южный РЦ),0,Регулярная продажа,Штатный торговый оборот
2026-07-26,EKT-CNS-001,Кабель-канал 25х16 мм белый (упак. 40м),Кабельнесущие системы,66,м,160.0,10560.0,CLNT-1016,Склад Астана (Главный РЦ),0,Регулярная продажа,Штатный торговый оборот
2026-07-26,EKT-CNS-001,Кабель-канал 25х16 мм белый (упак. 40м),Кабельнесущие системы,46,м,160.0,7360.0,CLNT-1031,Склад Алматы (Южный РЦ),0,Регулярная продажа,Штатный торговый оборот
2026-07-26,EKT-CNS-002,Лоток перфорированный оцинкованный 100х50х3000,Кабельнесущие системы,45,м,2850.0,128250.0,CLNT-1072,Склад Астана (Главный РЦ),0,Регулярная продажа,Штатный торговый оборот
2026-07-26,EKT-CNS-002,Лоток перфорированный оцинкованный 100х50х3000,Кабельнесущие системы,22,м,2850.0,62700.0,CLNT-1011,Склад Алматы (Южный РЦ),0,Регулярная продажа,Штатный торговый оборот
2026-07-26,EKT-CNS-003,Труба гофрированная ПВХ d20 с протяжкой (100м),Кабельнесущие системы,95,м,75.0,7125.0,CLNT-1108,Склад Астана (Главный РЦ),0,Регулярная продажа,Штатный торговый оборот
2026-07-26,EKT-CNS-003,Труба гофрированная ПВХ d20 с протяжкой (100м),Кабельнесущие системы,66,м,75.0,4950.0,CLNT-1073,Склад Алматы (Южный РЦ),0,Регулярная продажа,Штатный торговый оборот
2026-07-26,EKT-SHT-001,Корпус металлический ЩРн-24з-1 36 УХЛ3 IP31,Щитовое оборудование,7,шт,14200.0,99400.0,CLNT-1120,Склад Астана (Главный РЦ),0,Регулярная продажа,Штатный торговый оборот
2026-07-26,EKT-SHT-001,Корпус металлический ЩРн-24з-1 36 УХЛ3 IP31,Щитовое оборудование,2,шт,14200.0,28400.0,CLNT-1040,Склад Алматы (Южный РЦ),0,Регулярная продажа,Штатный торговый оборот
2026-07-26,EKT-SHT-002,Счетчик э/э многотарифный 3-фазный прямого включения,Щитовое оборудование,3,шт,24500.0,73500.0,CLNT-1014,Склад Астана (Главный РЦ),0,Регулярная продажа,Штатный торговый оборот
2026-07-26,EKT-SHT-002,Счетчик э/э многотарифный 3-фазный прямого включения,Щитовое оборудование,4,шт,24500.0,98000.0,CLNT-1091,Склад Алматы (Южный РЦ),0,Регулярная продажа,Штатный торговый оборот
2026-07-26,EKT-SHT-003,Шина нулевая изолированная на DIN-рейку 8х12 / 12 групп,Щитовое оборудование,20,шт,480.0,9600.0,CLNT-1070,Склад Астана (Главный РЦ),0,Регулярная продажа,Штатный торговый оборот
2026-07-26,EKT-SHT-003,Шина нулевая изолированная на DIN-рейку 8х12 / 12 групп,Щитовое оборудование,16,шт,480.0,7680.0,CLNT-1044,Склад Алматы (Южный РЦ),0,Регулярная продажа,Штатный торговый оборот
2026-07-26,EKT-SHT-004,Наконечник кабельный медный луженый ТМЛ 16-8-6,Щитовое оборудование,71,шт,110.0,7810.0,CLNT-1090,Склад Астана (Главный РЦ),0,Регулярная продажа,Штатный торговый оборот
2026-07-26,EKT-SHT-004,Наконечник кабельный медный луженый ТМЛ 16-8-6,Щитовое оборудование,43,шт,110.0,4730.0,CLNT-1102,Склад Алматы (Южный РЦ),0,Регулярная продажа,Штатный торговый оборот
2026-07-27,EKT-CBL-001,Кабель ВВГнг(А)-LS 3х1.5 (бухта 100м),Кабель и провод,241,м,420.0,101220.0,CLNT-1030,Склад Астана (Главный РЦ),0,Регулярная продажа,Штатный торговый оборот
2026-07-27,EKT-CBL-001,Кабель ВВГнг(А)-LS 3х1.5 (бухта 100м),Кабель и провод,195,м,420.0,81900.0,CLNT-1053,Склад Алматы (Южный РЦ),0,Регулярная продажа,Штатный торговый оборот
2026-07-27,EKT-CBL-002,Кабель ВВГнг(А)-LS 3х2.5 (бухта 100м),Кабель и провод,273,м,680.0,185640.0,CLNT-1011,Склад Астана (Главный РЦ),0,Регулярная продажа,Штатный торговый оборот
2026-07-27,EKT-CBL-002,Кабель ВВГнг(А)-LS 3х2.5 (бухта 100м),Кабель и провод,228,м,680.0,155040.0,CLNT-1007,Склад Алматы (Южный РЦ),0,Регулярная продажа,Штатный торговый оборот
2026-07-27,EKT-CBL-003,Провод СИП-4 4х16 (барабан),Кабель и провод,129,м,950.0,122550.0,CLNT-1121,Склад Астана (Главный РЦ),0,Регулярная продажа,Штатный торговый оборот
2026-07-27,EKT-CBL-003,Провод СИП-4 4х16 (барабан),Кабель и провод,111,м,950.0,105450.0,CLNT-1077,Склад Алматы (Южный РЦ),0,Регулярная продажа,Штатный торговый оборот
2026-07-27,EKT-CBL-004,Кабель витая пара UTP 4 пары Cat 5e PVC 305м,Кабель и провод,203,м,180.0,36540.0,CLNT-1091,Склад Астана (Главный РЦ),0,Регулярная продажа,Штатный торговый оборот
2026-07-27,EKT-CBL-004,Кабель витая пара UTP 4 пары Cat 5e PVC 305м,Кабель и провод,151,м,180.0,27180.0,CLNT-1003,Склад Алматы (Южный РЦ),0,Регулярная продажа,Штатный торговый оборот
2026-07-27,EKT-CBL-005,Провод ПВС 3х2.5 соединительный белый,Кабель и провод,114,м,540.0,61560.0,CLNT-1088,Склад Астана (Главный РЦ),0,Регулярная продажа,Штатный торговый оборот
2026-07-27,EKT-CBL-005,Провод ПВС 3х2.5 соединительный белый,Кабель и провод,92,м,540.0,49680.0,CLNT-1053,Склад Алматы (Южный РЦ),0,Регулярная продажа,Штатный торговый оборот
2026-07-27,EKT-CBL-006,Кабель гибкий резиновый КГ-ХЛ 3х4+1х2.5,Кабель и провод,40,м,1450.0,58000.0,CLNT-1104,Склад Астана (Главный РЦ),0,Регулярная продажа,Штатный торговый оборот
2026-07-27,EKT-CBL-006,Кабель гибкий резиновый КГ-ХЛ 3х4+1х2.5,Кабель и провод,33,м,1450.0,47850.0,CLNT-1043,Склад Алматы (Южный РЦ),0,Регулярная продажа,Штатный торговый оборот
2026-07-27,EKT-AUT-001,Выключатель автоматический 1P 16A C 4.5кА ВА47-29,Модульное оборудование,98,шт,1150.0,112700.0,CLNT-1141,Склад Астана (Главный РЦ),0,Регулярная продажа,Штатный торговый оборот
2026-07-27,EKT-AUT-001,Выключатель автоматический 1P 16A C 4.5кА ВА47-29,Модульное оборудование,78,шт,1150.0,89700.0,CLNT-1082,Склад Алматы (Южный РЦ),0,Регулярная продажа,Штатный торговый оборот
2026-07-27,EKT-AUT-002,Выключатель автоматический 1P 25A C 4.5кА ВА47-29,Модульное оборудование,67,шт,1150.0,77050.0,CLNT-1099,Склад Астана (Главный РЦ),0,Регулярная продажа,Штатный торговый оборот
2026-07-27,EKT-AUT-002,Выключатель автоматический 1P 25A C 4.5кА ВА47-29,Модульное оборудование,64,шт,1150.0,73600.0,CLNT-1086,Склад Алматы (Южный РЦ),0,Регулярная продажа,Штатный торговый оборот
2026-07-27,EKT-AUT-003,Выключатель автоматический 3P 32A C 6кА Easy9,Модульное оборудование,33,шт,4600.0,151800.0,CLNT-1081,Склад Астана (Главный РЦ),0,Регулярная продажа,Штатный торговый оборот
2026-07-27,EKT-AUT-003,Выключатель автоматический 3P 32A C 6кА Easy9,Модульное оборудование,23,шт,4600.0,105800.0,CLNT-1147,Склад Алматы (Южный РЦ),0,Регулярная продажа,Штатный торговый оборот
2026-07-27,EKT-AUT-004,УЗО 2P 40A 30мА электронное ВД1-63,Модульное оборудование,22,шт,4200.0,92400.0,CLNT-1070,Склад Астана (Главный РЦ),0,Регулярная продажа,Штатный торговый оборот
2026-07-27,EKT-AUT-004,УЗО 2P 40A 30мА электронное ВД1-63,Модульное оборудование,16,шт,4200.0,67200.0,CLNT-1104,Склад Алматы (Южный РЦ),0,Регулярная продажа,Штатный торговый оборот
2026-07-27,EKT-AUT-005,Дифференциальный автомат 1P+N 16A C 30мА АВДТ32,Модульное оборудование,30,шт,3850.0,115500.0,CLNT-1026,Склад Астана (Главный РЦ),0,Регулярная продажа,Штатный торговый оборот
2026-07-27,EKT-AUT-005,Дифференциальный автомат 1P+N 16A C 30мА АВДТ32,Модульное оборудование,25,шт,3850.0,96250.0,CLNT-1132,Склад Алматы (Южный РЦ),0,Регулярная продажа,Штатный торговый оборот
2026-07-27,EKT-AUT-006,Автоматический выключатель дифференциальный 3P+N 63A,Модульное оборудование,3,шт,18500.0,55500.0,CLNT-1057,Склад Астана (Главный РЦ),0,Регулярная продажа,Штатный торговый оборот
2026-07-27,EKT-AUT-006,Автоматический выключатель дифференциальный 3P+N 63A,Модульное оборудование,9,шт,18500.0,166500.0,CLNT-1023,Склад Алматы (Южный РЦ),0,Регулярная продажа,Штатный торговый оборот
2026-07-27,EKT-LGT-001,Панель светодиодная LED 600x600 36W 4000K Опал,Светотехника,69,шт,5400.0,372600.0,CLNT-1132,Склад Астана (Главный РЦ),0,Регулярная продажа,Штатный торговый оборот
2026-07-27,EKT-LGT-001,Панель светодиодная LED 600x600 36W 4000K Опал,Светотехника,25,шт,5400.0,135000.0,CLNT-1117,Склад Алматы (Южный РЦ),0,Регулярная продажа,Штатный торговый оборот
2026-07-27,EKT-LGT-002,Прожектор светодиодный 50W 6500K IP65 SMD,Светотехника,41,шт,4800.0,196800.0,CLNT-1009,Склад Астана (Главный РЦ),0,Регулярная продажа,Штатный торговый оборот
2026-07-27,EKT-LGT-002,Прожектор светодиодный 50W 6500K IP65 SMD,Светотехника,33,шт,4800.0,158400.0,CLNT-1119,Склад Алматы (Южный РЦ),0,Регулярная продажа,Штатный торговый оборот
2026-07-27,EKT-LGT-003,Лампа светодиодная LED A60 11W E27 4000K,Светотехника,128,шт,420.0,53760.0,CLNT-1117,Склад Астана (Главный РЦ),0,Регулярная продажа,Штатный торговый оборот
2026-07-27,EKT-LGT-003,Лампа светодиодная LED A60 11W E27 4000K,Светотехника,94,шт,420.0,39480.0,CLNT-1082,Склад Алматы (Южный РЦ),0,Регулярная продажа,Штатный торговый оборот
2026-07-27,EKT-LGT-004,Светильник пылевлагозащищенный ЛСП 2х36W IP65,Светотехника,20,шт,6200.0,124000.0,CLNT-1062,Склад Астана (Главный РЦ),0,Регулярная продажа,Штатный торговый оборот
2026-07-27,EKT-LGT-004,Светильник пылевлагозащищенный ЛСП 2х36W IP65,Светотехника,11,шт,6200.0,68200.0,CLNT-1121,Склад Алматы (Южный РЦ),0,Регулярная продажа,Штатный торговый оборот
2026-07-27,EKT-LGT-005,Светильник аварийный светодиодный 30 LED с АКБ,Светотехника,16,шт,3100.0,49600.0,CLNT-1118,Склад Астана (Главный РЦ),0,Регулярная продажа,Штатный торговый оборот
2026-07-27,EKT-LGT-005,Светильник аварийный светодиодный 30 LED с АКБ,Светотехника,17,шт,3100.0,52700.0,CLNT-1011,Склад Алматы (Южный РЦ),0,Регулярная продажа,Штатный торговый оборот
2026-07-27,EKT-ELU-001,Розетка 2-местная с заземлением белая Glossa,Электроустановочные изделия,67,шт,1450.0,97150.0,CLNT-1110,Склад Астана (Главный РЦ),0,Регулярная продажа,Штатный торговый оборот
2026-07-27,EKT-ELU-001,Розетка 2-местная с заземлением белая Glossa,Электроустановочные изделия,58,шт,1450.0,84100.0,CLNT-1007,Склад Алматы (Южный РЦ),0,Регулярная продажа,Штатный торговый оборот
2026-07-27,EKT-ELU-002,Выключатель 1-клавишный белый Glossa,Электроустановочные изделия,58,шт,1200.0,69600.0,CLNT-1093,Склад Астана (Главный РЦ),0,Регулярная продажа,Штатный торговый оборот
2026-07-27,EKT-ELU-002,Выключатель 1-клавишный белый Glossa,Электроустановочные изделия,52,шт,1200.0,62400.0,CLNT-1041,Склад Алматы (Южный РЦ),0,Регулярная продажа,Штатный торговый оборот
2026-07-27,EKT-ELU-003,Рамка 3 поста универсальная белая Glossa,Электроустановочные изделия,32,шт,850.0,27200.0,CLNT-1137,Склад Астана (Главный РЦ),0,Регулярная продажа,Штатный торговый оборот
2026-07-27,EKT-ELU-003,Рамка 3 поста универсальная белая Glossa,Электроустановочные изделия,34,шт,850.0,28900.0,CLNT-1027,Склад Алматы (Южный РЦ),0,Регулярная продажа,Штатный торговый оборот
2026-07-27,EKT-ELU-004,Вилка каучуковая прямая 16A IP44,Электроустановочные изделия,53,шт,720.0,38160.0,CLNT-1131,Склад Астана (Главный РЦ),0,Регулярная продажа,Штатный торговый оборот
2026-07-27,EKT-ELU-004,Вилка каучуковая прямая 16A IP44,Электроустановочные изделия,29,шт,720.0,20880.0,CLNT-1146,Склад Алматы (Южный РЦ),0,Регулярная продажа,Штатный торговый оборот
2026-07-27,EKT-CNS-001,Кабель-канал 25х16 мм белый (упак. 40м),Кабельнесущие системы,193,м,160.0,30880.0,CLNT-1103,Склад Астана (Главный РЦ),0,Регулярная продажа,Штатный торговый оборот
2026-07-27,EKT-CNS-001,Кабель-канал 25х16 мм белый (упак. 40м),Кабельнесущие системы,137,м,160.0,21920.0,CLNT-1139,Склад Алматы (Южный РЦ),0,Регулярная продажа,Штатный торговый оборот
2026-07-27,EKT-CNS-002,Лоток перфорированный оцинкованный 100х50х3000,Кабельнесущие системы,117,м,2850.0,333450.0,CLNT-1027,Склад Астана (Главный РЦ),0,Регулярная продажа,Штатный торговый оборот
2026-07-27,EKT-CNS-002,Лоток перфорированный оцинкованный 100х50х3000,Кабельнесущие системы,74,м,2850.0,210900.0,CLNT-1140,Склад Алматы (Южный РЦ),0,Регулярная продажа,Штатный торговый оборот
2026-07-27,EKT-CNS-003,Труба гофрированная ПВХ d20 с протяжкой (100м),Кабельнесущие системы,267,м,75.0,20025.0,CLNT-1066,Склад Астана (Главный РЦ),0,Регулярная продажа,Штатный торговый оборот
2026-07-27,EKT-CNS-003,Труба гофрированная ПВХ d20 с протяжкой (100м),Кабельнесущие системы,186,м,75.0,13950.0,CLNT-1030,Склад Алматы (Южный РЦ),0,Регулярная продажа,Штатный торговый оборот
2026-07-27,EKT-SHT-001,Корпус металлический ЩРн-24з-1 36 УХЛ3 IP31,Щитовое оборудование,14,шт,14200.0,198800.0,CLNT-1014,Склад Астана (Главный РЦ),0,Регулярная продажа,Штатный торговый оборот
2026-07-27,EKT-SHT-001,Корпус металлический ЩРн-24з-1 36 УХЛ3 IP31,Щитовое оборудование,7,шт,14200.0,99400.0,CLNT-1021,Склад Алматы (Южный РЦ),0,Регулярная продажа,Штатный торговый оборот
2026-07-27,EKT-SHT-002,Счетчик э/э многотарифный 3-фазный прямого включения,Щитовое оборудование,16,шт,24500.0,392000.0,CLNT-1075,Склад Астана (Главный РЦ),0,Регулярная продажа,Штатный торговый оборот
2026-07-27,EKT-SHT-002,Счетчик э/э многотарифный 3-фазный прямого включения,Щитовое оборудование,9,шт,24500.0,220500.0,CLNT-1142,Склад Алматы (Южный РЦ),0,Регулярная продажа,Штатный торговый оборот
2026-07-27,EKT-SHT-003,Шина нулевая изолированная на DIN-рейку 8х12 / 12 групп,Щитовое оборудование,64,шт,480.0,30720.0,CLNT-1044,Склад Астана (Главный РЦ),0,Регулярная продажа,Штатный торговый оборот
2026-07-27,EKT-SHT-003,Шина нулевая изолированная на DIN-рейку 8х12 / 12 групп,Щитовое оборудование,46,шт,480.0,22080.0,CLNT-1007,Склад Алматы (Южный РЦ),0,Регулярная продажа,Штатный торговый оборот
2026-07-27,EKT-SHT-004,Наконечник кабельный медный луженый ТМЛ 16-8-6,Щитовое оборудование,182,шт,110.0,20020.0,CLNT-1072,Склад Астана (Главный РЦ),0,Регулярная продажа,Штатный торговый оборот
2026-07-27,EKT-SHT-004,Наконечник кабельный медный луженый ТМЛ 16-8-6,Щитовое оборудование,161,шт,110.0,17710.0,CLNT-1075,Склад Алматы (Южный РЦ),0,Регулярная продажа,Штатный торговый оборот
2026-07-28,EKT-CBL-001,Кабель ВВГнг(А)-LS 3х1.5 (бухта 100м),Кабель и провод,234,м,420.0,98280.0,CLNT-1039,Склад Астана (Главный РЦ),0,Регулярная продажа,Штатный торговый оборот
2026-07-28,EKT-CBL-001,Кабель ВВГнг(А)-LS 3х1.5 (бухта 100м),Кабель и провод,176,м,420.0,73920.0,CLNT-1034,Склад Алматы (Южный РЦ),0,Регулярная продажа,Штатный торговый оборот
2026-07-28,EKT-CBL-002,Кабель ВВГнг(А)-LS 3х2.5 (бухта 100м),Кабель и провод,326,м,680.0,221680.0,CLNT-1115,Склад Астана (Главный РЦ),0,Регулярная продажа,Штатный торговый оборот
2026-07-28,EKT-CBL-002,Кабель ВВГнг(А)-LS 3х2.5 (бухта 100м),Кабель и провод,254,м,680.0,172720.0,CLNT-1143,Склад Алматы (Южный РЦ),0,Регулярная продажа,Штатный торговый оборот
2026-07-28,EKT-CBL-003,Провод СИП-4 4х16 (барабан),Кабель и провод,141,м,950.0,133950.0,CLNT-1118,Склад Астана (Главный РЦ),0,Регулярная продажа,Штатный торговый оборот
2026-07-28,EKT-CBL-003,Провод СИП-4 4х16 (барабан),Кабель и провод,104,м,950.0,98800.0,CLNT-1081,Склад Алматы (Южный РЦ),0,Регулярная продажа,Штатный торговый оборот
2026-07-28,EKT-CBL-004,Кабель витая пара UTP 4 пары Cat 5e PVC 305м,Кабель и провод,213,м,180.0,38340.0,CLNT-1142,Склад Астана (Главный РЦ),0,Регулярная продажа,Штатный торговый оборот
2026-07-28,EKT-CBL-004,Кабель витая пара UTP 4 пары Cat 5e PVC 305м,Кабель и провод,157,м,180.0,28260.0,CLNT-1103,Склад Алматы (Южный РЦ),0,Регулярная продажа,Штатный торговый оборот
2026-07-28,EKT-CBL-005,Провод ПВС 3х2.5 соединительный белый,Кабель и провод,121,м,540.0,65340.0,CLNT-1058,Склад Астана (Главный РЦ),0,Регулярная продажа,Штатный торговый оборот
2026-07-28,EKT-CBL-005,Провод ПВС 3х2.5 соединительный белый,Кабель и провод,93,м,540.0,50220.0,CLNT-1065,Склад Алматы (Южный РЦ),0,Регулярная продажа,Штатный торговый оборот
2026-07-28,EKT-CBL-006,Кабель гибкий резиновый КГ-ХЛ 3х4+1х2.5,Кабель и провод,51,м,1450.0,73950.0,CLNT-1072,Склад Астана (Главный РЦ),0,Регулярная продажа,Штатный торговый оборот
2026-07-28,EKT-CBL-006,Кабель гибкий резиновый КГ-ХЛ 3х4+1х2.5,Кабель и провод,39,м,1450.0,56550.0,CLNT-1028,Склад Алматы (Южный РЦ),0,Регулярная продажа,Штатный торговый оборот
2026-07-28,EKT-AUT-001,Выключатель автоматический 1P 16A C 4.5кА ВА47-29,Модульное оборудование,85,шт,1150.0,97750.0,CLNT-1085,Склад Астана (Главный РЦ),0,Регулярная продажа,Штатный торговый оборот
2026-07-28,EKT-AUT-001,Выключатель автоматический 1P 16A C 4.5кА ВА47-29,Модульное оборудование,70,шт,1150.0,80500.0,CLNT-1060,Склад Алматы (Южный РЦ),0,Регулярная продажа,Штатный торговый оборот
2026-07-28,EKT-AUT-002,Выключатель автоматический 1P 25A C 4.5кА ВА47-29,Модульное оборудование,79,шт,1150.0,90850.0,CLNT-1123,Склад Астана (Главный РЦ),0,Регулярная продажа,Штатный торговый оборот
2026-07-28,EKT-AUT-002,Выключатель автоматический 1P 25A C 4.5кА ВА47-29,Модульное оборудование,58,шт,1150.0,66700.0,CLNT-1100,Склад Алматы (Южный РЦ),0,Регулярная продажа,Штатный торговый оборот
2026-07-28,EKT-AUT-003,Выключатель автоматический 3P 32A C 6кА Easy9,Модульное оборудование,39,шт,4600.0,179400.0,CLNT-1018,Склад Астана (Главный РЦ),0,Регулярная продажа,Штатный торговый оборот
2026-07-28,EKT-AUT-003,Выключатель автоматический 3P 32A C 6кА Easy9,Модульное оборудование,26,шт,4600.0,119600.0,CLNT-1148,Склад Алматы (Южный РЦ),0,Регулярная продажа,Штатный торговый оборот
2026-07-28,EKT-AUT-004,УЗО 2P 40A 30мА электронное ВД1-63,Модульное оборудование,35,шт,4200.0,147000.0,CLNT-1129,Склад Астана (Главный РЦ),0,Регулярная продажа,Штатный торговый оборот
2026-07-28,EKT-AUT-004,УЗО 2P 40A 30мА электронное ВД1-63,Модульное оборудование,15,шт,4200.0,63000.0,CLNT-1107,Склад Алматы (Южный РЦ),0,Регулярная продажа,Штатный торговый оборот
2026-07-28,EKT-AUT-005,Дифференциальный автомат 1P+N 16A C 30мА АВДТ32,Модульное оборудование,30,шт,3850.0,115500.0,CLNT-1044,Склад Астана (Главный РЦ),0,Регулярная продажа,Штатный торговый оборот
2026-07-28,EKT-AUT-005,Дифференциальный автомат 1P+N 16A C 30мА АВДТ32,Модульное оборудование,30,шт,3850.0,115500.0,CLNT-1108,Склад Алматы (Южный РЦ),0,Регулярная продажа,Штатный торговый оборот
2026-07-28,EKT-AUT-006,Автоматический выключатель дифференциальный 3P+N 63A,Модульное оборудование,2,шт,18500.0,37000.0,CLNT-1061,Склад Астана (Главный РЦ),0,Регулярная продажа,Штатный торговый оборот
2026-07-28,EKT-AUT-006,Автоматический выключатель дифференциальный 3P+N 63A,Модульное оборудование,2,шт,18500.0,37000.0,CLNT-1077,Склад Алматы (Южный РЦ),0,Регулярная продажа,Штатный торговый оборот
2026-07-28,EKT-LGT-001,Панель светодиодная LED 600x600 36W 4000K Опал,Светотехника,51,шт,5400.0,275400.0,CLNT-1066,Склад Астана (Главный РЦ),0,Регулярная продажа,Штатный торговый оборот
2026-07-28,EKT-LGT-001,Панель светодиодная LED 600x600 36W 4000K Опал,Светотехника,39,шт,5400.0,210600.0,CLNT-1085,Склад Алматы (Южный РЦ),0,Регулярная продажа,Штатный торговый оборот
2026-07-28,EKT-LGT-002,Прожектор светодиодный 50W 6500K IP65 SMD,Светотехника,44,шт,4800.0,211200.0,CLNT-1144,Склад Астана (Главный РЦ),0,Регулярная продажа,Штатный торговый оборот
2026-07-28,EKT-LGT-002,Прожектор светодиодный 50W 6500K IP65 SMD,Светотехника,23,шт,4800.0,110400.0,CLNT-1114,Склад Алматы (Южный РЦ),0,Регулярная продажа,Штатный торговый оборот
2026-07-28,EKT-LGT-003,Лампа светодиодная LED A60 11W E27 4000K,Светотехника,134,шт,420.0,56280.0,CLNT-1027,Склад Астана (Главный РЦ),0,Регулярная продажа,Штатный торговый оборот
2026-07-28,EKT-LGT-003,Лампа светодиодная LED A60 11W E27 4000K,Светотехника,99,шт,420.0,41580.0,CLNT-1057,Склад Алматы (Южный РЦ),0,Регулярная продажа,Штатный торговый оборот
2026-07-28,EKT-LGT-004,Светильник пылевлагозащищенный ЛСП 2х36W IP65,Светотехника,27,шт,6200.0,167400.0,CLNT-1029,Склад Астана (Главный РЦ),0,Регулярная продажа,Штатный торговый оборот
2026-07-28,EKT-LGT-004,Светильник пылевлагозащищенный ЛСП 2х36W IP65,Светотехника,15,шт,6200.0,93000.0,CLNT-1089,Склад Алматы (Южный РЦ),0,Регулярная продажа,Штатный торговый оборот
2026-07-28,EKT-LGT-005,Светильник аварийный светодиодный 30 LED с АКБ,Светотехника,13,шт,3100.0,40300.0,CLNT-1018,Склад Астана (Главный РЦ),0,Регулярная продажа,Штатный торговый оборот
2026-07-28,EKT-LGT-005,Светильник аварийный светодиодный 30 LED с АКБ,Светотехника,16,шт,3100.0,49600.0,CLNT-1149,Склад Алматы (Южный РЦ),0,Регулярная продажа,Штатный торговый оборот
2026-07-28,EKT-ELU-001,Розетка 2-местная с заземлением белая Glossa,Электроустановочные изделия,69,шт,1450.0,100050.0,CLNT-1106,Склад Астана (Главный РЦ),0,Регулярная продажа,Штатный торговый оборот
2026-07-28,EKT-ELU-001,Розетка 2-местная с заземлением белая Glossa,Электроустановочные изделия,62,шт,1450.0,89900.0,CLNT-1101,Склад Алматы (Южный РЦ),0,Регулярная продажа,Штатный торговый оборот
2026-07-28,EKT-ELU-002,Выключатель 1-клавишный белый Glossa,Электроустановочные изделия,64,шт,1200.0,76800.0,CLNT-1024,Склад Астана (Главный РЦ),0,Регулярная продажа,Штатный торговый оборот
2026-07-28,EKT-ELU-002,Выключатель 1-клавишный белый Glossa,Электроустановочные изделия,62,шт,1200.0,74400.0,CLNT-1134,Склад Алматы (Южный РЦ),0,Регулярная продажа,Штатный торговый оборот
2026-07-28,EKT-ELU-003,Рамка 3 поста универсальная белая Glossa,Электроустановочные изделия,46,шт,850.0,39100.0,CLNT-1059,Склад Астана (Главный РЦ),0,Регулярная продажа,Штатный торговый оборот
2026-07-28,EKT-ELU-003,Рамка 3 поста универсальная белая Glossa,Электроустановочные изделия,30,шт,850.0,25500.0,CLNT-1117,Склад Алматы (Южный РЦ),0,Регулярная продажа,Штатный торговый оборот
2026-07-28,EKT-ELU-004,Вилка каучуковая прямая 16A IP44,Электроустановочные изделия,57,шт,720.0,41040.0,CLNT-1032,Склад Астана (Главный РЦ),0,Регулярная продажа,Штатный торговый оборот
2026-07-28,EKT-ELU-004,Вилка каучуковая прямая 16A IP44,Электроустановочные изделия,34,шт,720.0,24480.0,CLNT-1070,Склад Алматы (Южный РЦ),0,Регулярная продажа,Штатный торговый оборот
2026-07-28,EKT-CNS-001,Кабель-канал 25х16 мм белый (упак. 40м),Кабельнесущие системы,199,м,160.0,31840.0,CLNT-1075,Склад Астана (Главный РЦ),0,Регулярная продажа,Штатный торговый оборот
2026-07-28,EKT-CNS-001,Кабель-канал 25х16 мм белый (упак. 40м),Кабельнесущие системы,132,м,160.0,21120.0,CLNT-1123,Склад Алматы (Южный РЦ),0,Регулярная продажа,Штатный торговый оборот
2026-07-28,EKT-CNS-002,Лоток перфорированный оцинкованный 100х50х3000,Кабельнесущие системы,110,м,2850.0,313500.0,CLNT-1123,Склад Астана (Главный РЦ),0,Регулярная продажа,Штатный торговый оборот
